PMID,title,abstract
19494802,Human immunodeficiency virus and renal transplantation.,
19509481,High rate of misclassification of treatment failure based on WHO immunological criteria.,
19531928,Switching to second-line antiretroviral therapy in resource-limited settings: comparison of programmes with and without viral load monitoring.,"BACKGROUND: In high-income countries, viral load is routinely measured to detect failure of antiretroviral therapy (ART) and guide switching to second-line ART. Viral load monitoring is not generally available in resource-limited settings. We examined switching from nonnucleoside reverse transcriptase inhibitor (NNRTI)-based first-line regimens to protease inhibitor-based regimens in Africa, South America and Asia. DESIGN AND METHODS: Multicohort study of 17 ART programmes. All sites monitored CD4 cell count and had access to second-line ART and 10 sites monitored viral load. We compared times to switching, CD4 cell counts at switching and obtained adjusted hazard ratios for switching (aHRs) with 95% confidence intervals (CIs) from random-effects Weibull models. RESULTS: A total of 20 113 patients, including 6369 (31.7%) patients from 10 programmes with access to viral load monitoring, were analysed; 576 patients (2.9%) switched. Low CD4 cell counts at ART initiation were associated with switching in all programmes. Median time to switching was 16.3 months [interquartile range (IQR) 10.1-26.6] in programmes with viral load monitoring and 21.8 months (IQR 14.0-21.8) in programmes without viral load monitoring (P < 0.001). Median CD4 cell counts at switching were 161 cells/microl (IQR 77-265) in programmes with viral load monitoring and 102 cells/microl (44-181) in programmes without viral load monitoring (P < 0.001). Switching was more common in programmes with viral load monitoring during months 7-18 after starting ART (aHR 1.38; 95% CI 0.97-1.98), similar during months 19-30 (aHR 0.97; 95% CI 0.58-1.60) and less common during months 31-42 (aHR 0.29; 95% CI 0.11-0.79). CONCLUSION: In resource-limited settings, switching to second-line regimens tends to occur earlier and at higher CD4 cell counts in ART programmes with viral load monitoring compared with programmes without viral load monitoring."
19555900,Virological monitoring and resistance to first-line highly active antiretroviral therapy in adults infected with HIV-1 treated under WHO guidelines: a systematic review and meta-analysis.,"Antiretroviral-therapy rollout in resource-poor countries is often associated with limited, if any, HIV-RNA monitoring. The effect of variable monitoring on the emergence of resistance after therapy with commonly used drug combinations was assessed by systematic review of studies reporting resistance in patients infected with HIV with a CD4 count of fewer than 200 cells per muL treated with two nucleoside analogues (including a thymidine analogue) and a non-nucleoside reverse transcriptase inhibitor. 8376 patients from eight cohorts and two prospective studies were analysed. Resistance at virological failure to non-nucleoside reverse transcriptase inhibitors at 48 weeks was 88.3% (95% CI 82.2-92.9) in infrequently monitored patients, compared with 61.0% (48.9-72.2) in frequently monitored patients (p<0.001). Lamivudine resistance was 80.5% (72.9-86.8) and 40.3% (29.1-52.2) in infrequently and frequently monitored patients, respectively (p<0.001); the prevalence of at least one thymidine analogue mutation was 27.8% (21.2-35.2) and 12.1% (5.9-21.4), respectively (p<0.001). Genotypic resistance at 48 weeks to lamivudine, nucleoside reverse transcriptase inhibitors (thymidine analogue mutations), and non-nucleoside reverse transcriptase inhibitors appears substantially higher in less frequently monitored patients. This Review highlights the need for cheap point-of-care viral-load tests to identify early viral failures and limit the emergence of resistance."
19576380,Determination of HIV drugs in biological matrices: a review.,"The present paper reviews the recent advances on the determination of antiretroviral drugs against the human immunodeficiency virus (HIV). Methods have been reviewed with special emphasis on the principal analytical strategies for dealing with clinical samples as well as the determination of the newest drugs. The most critical steps of the analytical procedures including the sample treatment, separation and validation have been discussed. Finally, a brief description of representative applications is given."
19588422,Therapeutic drug monitoring of antiretrovirals for people with HIV.,"BACKGROUND: Despite the efficacy of combination antiretroviral therapy (ART) and the improvement in prognosis of those living with HIV/AIDS, a large proportion of individuals on ART does not achieve or maintain adequate virological suppression. Several tools have been proposed to enhance ART outcomes, including therapeutic drug monitoring (TDM) of antiretrovirals (ARVs). The aim of ARV TDM is to identify elevated (potentially toxic) or low (potentially sub-therapeutic) ARV concentrations. ARV TDM may thus optimise efficacy and minimise toxicity of ART. OBJECTIVES: To evaluate whether ARV TDM reduces mortality and morbidity of adult patients on ART. The primary outcome measures that have been assessed include death (all cause); occurrence of HIV-related events (death or AIDS-defining illness) and the proportion of patients achieving and maintaining an undetectable viral load, as defined by the authors. SEARCH STRATEGY: We conducted a comprehensive search including both published and unpublished studies in all languages in MEDLINE, EMBASE and The Cochrane Library, between January 1980 and January 2008. Databases listing conference abstracts and reference lists of articles were searched. Additional data were sought from relevant authors; however, no additional data were provided. SELECTION CRITERIA: Only randomized controlled trials conducted subsequent to the introduction of combination ART were included in this systematic review. Participants could be on either a protease inhibitor (PI)-based regimen or non-nucleoside reverse transcriptase (NNRTI)-based regimen and be either ARV-naive or -experienced. DATA COLLECTION AND ANALYSIS: Two reviewers independently assessed and extracted data for analysis. Meta-analysis was conducted where appropriate. Where study outcomes could not be combined, a narrative review was performed. Outcome measures for dichotomous data were reported as a relative risk with 95% confidence intervals. Stratified analyses were conducted by ARV regimen and treatment groups. Heterogeneity between studies was anticipated; therefore, random effects models were chosen to generate pooled effects. Differences in the findings were assessed by the chi square test for heterogeneity (p <0.1) that was quantified by the Higgins I(2) statistic. MAIN RESULTS: Identified were 1408 records, and eight trials with a total of 1181 participants were included in the review. Trials were conducted in higher income earning countries between 2002 and 2007. Sample sizes ranged between 40 and 230. The methodological quality of the studies was judged to be generally good, although allocation concealment was reported in only three of the eight studies. A meta-analysis including three studies did not show any significant effect on virological suppression below 500 HIV-RNA copies/mL at one year (RR 1.28; [0.86, 1.92] chi(2) = 11.55 (P = 0.003), I(2) = 83%). Two trials including participants predominantly treated with unboosted PI-based regimens reported a 49% increased likelihood of achieving a HIV-RNA viral load below 500 copies/mL at 52 weeks (RR 1.49 [1.20, 1.83] chi(2) = 0.69 (P = 0.4), I(2) = 0%). Safety outcomes were reported in four studies and were similar between TDM and standard of care. Uptake of expert advice based on TDM results was good in two trials (>70%), but low (<35%) in the remaining three studies that reported uptake of the recommendations. AUTHORS' CONCLUSIONS: Our review does not support routine use of ARV TDM in ARV-naive or -experienced patients on either boosted PI or NNRTI ART regimens. TDM in treatment-naive participants on a PI-based ART regimen, particularly if unboosted by ritonavir, may improve virological outcomes. Trials were underpowered with small sample sizes, short durations of follow-up and generally poor uptake of TDM recommendations. As these trials were conducted in higher income earning countries, results may not be generalisable to resource-limited countries where the burden of HIV is heaviest."
19593159,Efavirenz dose reduction is safe in patients with high plasma concentrations and may prevent efavirenz discontinuations.,"OBJECTIVE: To establish whether efavirenz dose reduction in patients with high plasma concentrations prevents toxicity-induced efavirenz discontinuations. METHODS: HIV-infected patients with a high efavirenz plasma concentration (>or=4.0 mg/L) while using efavirenz 600 mg once daily as part of their highly active antiretroviral therapy regimen were selected from the AIDS Therapy Evaluation in The Netherlands cohort study. These patients were classified into 2 groups. The reduced-dose group contained all patients who underwent dose reduction after the high plasma concentration measurement; the standard-dose group consisted of patients who had no dose reduction. Kaplan-Meier and Cox proportional hazards analysis were used to assess the impact of dose reduction on toxicity-induced efavirenz discontinuations. RESULTS: One hundred eighty patients with high plasma efavirenz levels were included, 47 of them subsequently had their efavirenz dose reduced from 600 mg to 400 mg once-daily, which resulted in a 41% decrease in the median efavirenz plasma concentration. At week 48, the Kaplan-Meier estimated cumulative incidence of toxicity-induced efavirenz discontinuations was 11.5% in patients who continued the standard dose versus 2.3% in patients who had a dose reduction; P = 0.066 (log-rank test). Dose reduction was not associated with loss of virological suppression. CONCLUSIONS: Dose reduction may prevent toxicity-induced discontinuations in patients with high efavirenz plasma concentrations, whereas not compromising virological efficacy."
19709326,Benefit of therapeutic drug monitoring of protease inhibitors in HIV-infected patients depends on PI used in HAART regimen--ANRS 111 trial.,"As a result of high inter-patient variability, and efficacy-concentration and toxicity-concentration relationships, optimization of HIV-protease inhibitor (PI) doses based on plasma concentrations could be beneficial. During a 48-week open prospective non-randomized interventional study of 115 protease inhibitor-naive patients initiating an indinavir/ritonavir- or lopinavir/ritonavir-, or nelfinavir-containing therapy, protease inhibitor dose was modified when plasma trough concentrations (C(trough)) at weeks 2, 8, 16 and 24 were outside predefined optimal concentration ranges. Failure of the strategy was defined as the proportions of patients with HIV-RNA above 200 copies/mL from weeks 24 to 48 and/or experiencing grades 2, 3 or 4 PI-related adverse events during the study; proportion of patients with last C(trough) measurement outside the concentration range was determined at each visit. Virological failure and/or occurrence of adverse event were observed in 37/94 assessable patients (39%; 95% CI: 29.4-50.0). In the on-treatment analysis, failure of the strategy was noted in 16% of indinavir/r- or lopinavir/r-treated patients (8/51; 95% CI: 7.0-28.6; virological failure: 2; adverse event: 6) but in 44% of nelfinavir-treated patients (11/25; 95% CI: 24.4-65.1; virological failure: 10; adverse event: 1); C(trough) concentrations outside the range were less frequent at the last measurement than at W2 (41% vs. 66%; P < 0.05), with proportions of 35% for indinavir/r- or lopinavir/r-treated patients, but 57% for nelfinavir-treated patients. The proposed strategy of therapeutic drug monitoring may be beneficial to indinavir/r- and lopinavir/r-treated patients, but failed to move concentrations into the predefined range and to produce the expected virological success for nelfinavir-treated patients."
19729260,Two-dimensional LC-MS/MS determination of antiretroviral drugs in rat serum and urine.,"A simple, rapid, reliable and highly sensitive on-line two-dimensional reversed-phase liquid chromatography-tandem mass spectrometric (2D-LC/MS/MS) method to determine antiretroviral drugs viz., abacavir (ABC), nevirapine (NVP) and indinavir (IDV) in rat serum and urine was developed and validated. The analytes were extracted on-line from rat serum and urine by a restricted access material (RAM) column and back-flushed into the reversed-phase C18 column for separation by LC. Detection was carried out by ESI-MS/MS. The developed method showed good selectivity, accuracy and precision for quantification of the antiretroviral drugs in rat serum and urine. Quantification limits for abacavir and nevirapine were 4.0 ng ml(-1), whereas for indinavir 4.7 ng ml(-1). The calibration graphs were linear in the range of 4-50 ng ml(-1)for abacavir, nevirapine and indinavir. The method was successfully applied to study the pharmacokinetics of antiretroviral in rats."
19732081,HIV-1 DNA proviral load in treated and untreated HIV-1 seropositive patients.,"As proviral human immunodeficiency virus type 1 (HIV-1) DNA can replenish and revive viral infection upon activation, its detection might offer significant therapeutic information, complementing the input provided by plasma RNA determination in the follow-up of infected individuals. A selected group of acutely infected subjects was studied to verify both total and 2-long terminal repeat (2-LTR) DNA proviral load during the acute phase of infection and thereafter. Patients were divided in two sex- and age-matched groups: 19 naive individuals who did not receive antiretroviral therapy during the observation period and 20 subjects treated according to current guidelines. Total and 2-LTR HIV-1 DNA proviral load, in addition to RNA viral load and CD4 cell count, were determined in peripheral blood mononuclear cells (PBMC) at baseline, 6 and 12 months after the first sampling. Total and 2-LTR HIV-1 DNA proviral load exhibited no significant variation at any time in the naive patients (total HIV-1 DNA ranging from 896 + or - 731 to 715 + or - 673 copies/10(5) PBMC and 2-LTR HIV-1 DNA ranging from 94 + or - 105 to 65 + or - 44 copies/10(5) PBMC), whereas a significant reduction in both total HIV-1 DNA (ranging from 997 + or - 676 to 262 + or - 174 copies/10(5) PBMC) and 2-LTR HIV-1 DNA proviral load (ranging from 116 + or - 55 to 26 + or - 35 copies/10(5) PBMC) was detected in highly active antiretroviral therapy (HAART) patients, together with a CD4(+) T cell count increase and RNA load decrease. HAART negatively affects both the labile HIV burden and the integrated proviral DNA, at least in the initial period of successful treatment, suggesting that quantification of HIV-1 DNA proviral load may be an important parameter in monitoring HIV infection."
19771504,Using electronic drug monitor feedback to improve adherence to antiretroviral therapy among HIV-positive patients in China.,"Effective antiretroviral therapy (ART) requires excellent adherence. Little is known about how to improve ART adherence in many HIV/AIDS-affected countries, including China. We therefore assessed an adherence intervention among HIV-positive patients in southwestern China. Eighty subjects were enrolled and monitored for 6 months. Sixty-eight remaining subjects were randomized to intervention/control arms. In months 7-12, intervention subjects were counseled using EDM feedback; controls continued with standard of care. Among randomized subjects, mean adherence and CD4 count were 86.8 vs. 83.8% and 297 vs. 357 cells/microl in intervention vs. control subjects, respectively. At month 12, among 64 subjects who completed the trial, mean adherence had risen significantly among intervention subjects to 96.5% but remained unchanged in controls. Mean CD4 count rose by 90 cells/microl and declined by 9 cells/microl among intervention and control subjects, respectively. EDM feedback as a counseling tool appears promising for management of HIV and other chronic diseases."
19773634,Efavirenz plasma concentrations did not predict cessation of therapy due to neuropsychiatric symptoms in a large randomized trial.,"To assess whether trial participants who ceased efavirenz (EFV) because of neuropsychiatric events had elevated plasma concentrations, we performed a retrospective case-control study. EFV levels were measured by high-performance liquid chromatography in stored plasma from 35 cases and 75 matched controls. All had taken EFV for at least 4 weeks. Median EFV concentrations did not differ (P = 0.77). Measurement of EFV levels in plasma collected at variable times after the last dose did not predict central nervous system intolerance."
19776036,Dried blood spots can expand access to virological monitoring of HIV treatment in resource-limited settings.,"The global scale-up of antiretroviral treatment in past years has, unfortunately, not been accompanied by adequate strengthening of laboratory capacity. Monitoring of treatment with HIV viral load and resistance testing, as recommended in industrialized countries, is rarely available in resource-limited settings due to high costs and stringent requirements for storage and transport of plasma. Consequently, treatment failure usually passes unnoticed until severe symptoms occur, when resistance mutations have accumulated and second-line drug options are restricted. Dried blood spots (DBS) are easy to collect and store, and can be a convenient alternative to plasma. Recently, a number of studies have demonstrated the feasibility and reliability of using DBS to monitor viral load and genotypic resistance. Moreover, several African countries have already started to use DBS for paediatric HIV screening. In the absence of point-of-care assays, the WHO should encourage virological monitoring on DBS in antiretroviral treatment programmes in resource-limited settings."
19785516,Apoptosis: a clinically useful measure of antiretroviral drug toxicity?,"Antiretroviral therapy (ART) has improved life expectancy with HIV infection, but long-term toxicities associated with these medications are now a major global disease burden. There is a clear need to develop useful methods for monitoring patients on antiretroviral drugs for early signs of toxicity. Assays with predictive utility -- allowing therapy to be changed before serious end organ damage occurs -- would be ideal. Attempts to develop biochemical methods of monitoring ART toxicity have concentrated on the mitochondrial toxicity of nucleoside analogue reverse transcriptase inhibitors and have not generally lead to assays with widespread clinical applications. For example, plasma lactate and peripheral blood measurements of mitochondrial DNA associate with exposure to potentially toxic nucleoside analogue reverse transcriptase inhibitors but have not reliably predicted clinical toxicity. Better assays are needed, including markers of toxicity from additional drug classes. Apoptosis may be a potential marker of ART toxicity. Increased apoptosis has been demonstrated both in vitro and in vivo in association with various antiretroviral drug classes and a range of clinical toxicities. However, quantifying apoptosis on biopsy specimens of tissue (such as adipose tissue) is impractical for patient monitoring. Novel assays have been described that can quantify apoptosis using minute tissue samples and initial results from clinical samples suggest peripheral blood may have utility in predicting ART toxicities. The limitations and potential of such techniques for monitoring patients for drug side effects will be discussed."
19835489,Voriconazole use and pharmacokinetics in combination with interferon-gamma for refractory cryptococcal meningitis in a patient receiving low-dose ritonavir.,"We present a case of relapsing cryptococcal meningitis unresponsive to standard therapy. Voriconazole induction, including the utilization of voriconazole therapeutic drug monitoring in both serum and CSF, with transition to voriconazole plus interferon-gamma (IFN-gamma) was successfully used in a patient receiving antiretroviral therapy with abacavir/lamivudine and lopinavir/ritonavir. Initial voriconazole levels at standard doses of 4 mg/kg twice daily intravenously were low when co-administered with lopinavir/ritonavir but increased to recommended therapeutic levels with an increase of the voriconazole dose to 7 mg/kg twice daily. This case highlights the utility of voriconazole therapeutic drug monitoring when prescribed concurrently with a ritonavir boosted protease inhibitor and the potential role of combination therapy with IFN-G for refractory cryptococcal meningitis."
19862765,"Effects of obesity induced by high-fat diet on the pharmacokinetics of nelfinavir, a HIV protease inhibitor, in laboratory rats.","The effect of obesity induced by a high-fat diet on the pharmacokinetics (PK) of nelfinavir (NFV) was investigated, focusing on the change of distribution and elimination caused by dyslipidemia and hepatic steatosis.The plasma unbound fraction (f(u)) of NFV in obese rats (0.61+/-0.03%) was significantly lower than in the control (1.10+/-0.09%), caused by increasing the plasma triglyceride-rich lipoprotein level. After intravenous (i.v.) administration of NFV, the marked decrease of the distribution volume and slower total clearance (39.5% and 69.1% of the control, respectively) caused by the lower f(u) were the main reasons for the significantly higher area under the blood concentration versus time curve (AUC) in obese rats (145.3% of the control). The absorption of NFV after intraduodenal (i.d.) administration in obese rats was significantly greater than in the control (AUC; 170.4% of the control). The increased bile in obese rats was the main reason for the increasing absorption of NFV, and the lower expression of intestinal P-glycoprotein was also considered. On the other hand, although higher AUCs in obese rats were shown, unbound AUCs in the obese rats were slightly lower than in the control, namely, the plasma NFV concentration in obese rats to obtain the same pharmacological effect was higher than in the control, suggesting the difficulty of drug monitoring. These results suggest that it is necessary to pay further attention to therapeutic drug monitoring of NFV in patients manifesting metabolic syndrome, such as dyslipidemia and visceral fat accumulation, including hepatic steatosis."
19865000,"Validation of an electrospray ionization LC-MS/MS method for quantitative analysis of raltegravir, etravirine, and 9 other antiretroviral agents in human plasma samples.","BACKGROUND: Raltegravir is the first human immunodeficiency virus-1 (HIV-1) integrase inhibitor used in treatment-experienced patients who have evidence of viral replication and HIV-1 strains resistance to multiple antiretroviral regimens. Etravirine is a novel NNRTI, active against HIV-1 strains harboring multiple NNRTI mutations. A liquid chromatography-tandem mass spectrometry (LC-MS/MS) method was developed for the quantification of raltegravir, etravirine, and 9 other antiretroviral agents (amprenavir, atazanavir, darunavir, efavirenz, indinavir, lopinavir, ritonavir, saquinavir, and tipranavir) in plasma at the concentrations associated with therapy. MATERIALS AND METHODS: The ritonavir analog, methyl indinavir, and lopinavir-d8 were used as internal standards, added to 100 microL of plasma sample prior to a protein precipitation using methanol. Chromatographic separation was achieved on a C18 HPLC column (Waters Sunfire 100 x 2.1 mm, 3.5 microm) with a mobile phase gradient at a flow rate of 0.3 mL/min. Five microL of sample were injected into the LC-MS/MS system (Waters Quattro Premier XE) to determine concentrations of raltegravir, etravirine, and other antiretroviral agents. RESULTS AND DISCUSSION: This method showed an excellent linearity for all calibration curves (r2 > 0.998). The lower limit of quantification was established at 5 ng/mL for raltegravir and 40 ng/mL for etravirine, with precision and accuracy within +/-20% and 80% to 120% for all analytes. Intraassay and interassay precision and inaccuracy ranged from -9.2% to 6.9% for raltegravir and from -14.3% to 12.3% for etravirine and were less than 15% for all other compounds. No matrix effect was observed for any of the antiretrovirals studied. CONCLUSION: A rapid, specific, and sensitive LC-MS/MS method for quantification of raltegravir, etravirine, and 9 other antiretrovirals in human plasma was developed and was successfully applied for routine therapeutic drug monitoring."
19929448,Abacavir and lamivudine combination.,"BACKGROUND: Fixed dose antiretroviral combinations (FDC) may improve therapy adherence with reduced pill burden. Abacavir and lamivudine are well-established nucleoside reverse-transcriptase inhibitors available as a once-daily FDC. Abacavir is currently considered an alternative treatment option in most established treatment guidelines based on associations with cardiovascular events and lesser efficacy in patients with higher baseline viremia. OBJECTIVE: To summarize rigorous clinical trial data and cohort studies that examine efficacy, safety and tolerability of the individual components and the FDC of abacavir-lamivudine. METHODS: Clinical trial data, post-marketing research findings and clinical cohort data were reviewed to assess the efficacy, safety and tolerability of the individual components and the FDC of abacavir-lamivudine along with recommendations from published clinical treatment guidelines. RESULTS/CONCLUSION: The efficacy of abacavir-lamivudine is well documented in numerous clinical studies and treatment guidelines. The introduction of laboratory testing to identify patients at risk for hypersensitivity has decreased the incidence of these reactions. Recent findings suggest that abacavir is an alternative treatment agent with baseline HIV RNA > 100,000 copies/ml. Data related to cardiovascular events associated with abacavir are conflicting. Hepatic function should be monitored closely in HIV/HBV co-infected patients who discontinue lamivudine-containing products as severe acute exacerbations of HBV have been reported."
19934385,Drug-drug interaction between itraconazole and the protease inhibitor lopinavir/ritonavir.,"OBJECTIVE: To report the results of therapeutic drug monitoring of lopinavir/ritonavir and itraconazole concentrations in an HIV-infected male who was treated for histoplasmosis. CASE SUMMARY: A 34-year-old HIV-infected man who had recently initiated efavirenz-based antiretroviral therapy was diagnosed with disseminated Histoplasma capsulatum infection. In the hospital, lopinavir/ritonavir 400 mg/100 mg twice daily replaced efavirenz to avoid efavirenz-itraconazole interactions. After 14 days of liposomal amphotericin B therapy, itraconazole solution was initiated at 150 mg twice daily for 3 days, followed by 200 mg daily. Prior to itraconazole initiation, lopinavir trough concentration was 7.4 mg/L. The lopinavir trough concentration 15 days later, after 14 days of itraconazole, was 6.8 mg/L. An itraconazole concentration measured 2 hours post-dose on day 15 of oral therapy was 1.9 microg/mL. After 2 weeks of liposomal amphotericin, urine Histoplasma antigen was 27.23 ng/mL; after 5 months of oral itraconazole therapy, it decreased to 5.24 ng/mL. Plasma HIV RNA decreased 4.26 log(10) in 5 months to less than 40 copies/mL. The patient has demonstrated marked clinical improvement. DISCUSSION: In this case, dosing recommendations of itraconazole 200 mg daily with lopinavir/ritonavir were appropriate. Lopinavir trough concentrations were not significantly different following the addition of itraconazole and were above the minimum target of 1 mg/L in treatment-naive patients. The itraconazole concentration was above the recommended concentration of at least 1 microg/mL. CONCLUSIONS: The dose of itraconazole was reduced to 200 mg daily as recommended by current guidelines, and therapeutic drug monitoring of both itraconazole and lopinavir concentrations confirmed that no further dosage adjustments were necessary."
19940945,Strategies to optimize HIV treatment outcomes in resource-limited settings.,"Although the availability of antiretroviral therapy has increased rapidly to reach over three million people in low- and middle-income countries, coverage remains low as only 31% of people in need were receiving antiretroviral therapy in sub-Saharan Africa. Antiretroviral therapy scale-up needs to continue to grow exponentially to meet the need for universal access and keep pace with or exceed the new HIV infections. This calls for strategies that will have the greatest impact on the reduction of opportunistic infections, toxicities, and early mortality after antiretroviral therapy initiation as well improve adherence, clinical, immunological, and virologic responses, patient retention in antiretroviral therapy programs, and overall quality of life of people living with HIV/AIDS. Expanding antiretroviral therapy to all those eligible requires evidence-based decisions about how, when, and where expansion should occur. In this article we highlight some of the strategies that have optimized HIV treatment outcomes within the constraints of limited resources in sub-Saharan Africa. Key strategies to optimize HIV treatment outcomes include, i) scaling up HIV testing to identify all in need of HIV treatment, ii) strengthening the links between HIV diagnosis and comprehensive HIV/AIDS care, iii) timely initiation of antiretroviral therapy, iv) optimal diagnosis and treatment of opportunistic infections and comorbidities, v) investing in laboratory tests to support clinical monitoring of patients on antiretroviral therapy, vi) maximizing adherence to antiretroviral medication and retention of patients in HIV/AIDS care, viii) improving the health infrastructure, and increasing the human resources to handle the growing numbers of people in need of HIV treatment."
19940949,Understanding HIV phenotypic resistance testing: usefulness in managing treatment-experienced patients.,"This review discusses how ""virtual"" and conventional phenotypic assays establish clinical cutoffs predictive of response in HIV isolates from antiretroviral-experienced patients. Sophisticated phenotypic assays that incorporate linear regression modeling and conventional phenotypic assays have been used to define and validate clinical cutoffs (i.e. the correlation between viral susceptibility and treatment response) for most antiretrovirals, including the newer protease inhibitors. Using these clinical cutoff values, clinical data show that the newer protease inhibitors retain activity against the majority of isolates from treatment-experienced patients and from those with baseline resistance to multiple protease inhibitors. The utility of phenotypic resistance testing methods have therefore been validated in the clinical setting. In summary, HIV drug resistance testing is currently the recommended standard of care for the selection of antiretroviral regimens for HIV-infected patients in multiple clinical settings. An understanding of the basic principles of phenotypic resistance testing is crucial for providing optimal care, particularly for antiretroviral-experienced patients."
20004464,Routine versus clinically driven laboratory monitoring of HIV antiretroviral therapy in Africa (DART): a randomised non-inferiority trial.,"BACKGROUND: HIV antiretroviral therapy (ART) is often managed without routine laboratory monitoring in Africa; however, the effect of this approach is unknown. This trial investigated whether routine toxicity and efficacy monitoring of HIV-infected patients receiving ART had an important long-term effect on clinical outcomes in Africa. METHODS: In this open, non-inferiority trial in three centres in Uganda and one in Zimbabwe, 3321 symptomatic, ART-naive, HIV-infected adults with CD4 counts less than 200 cells per microL starting ART were randomly assigned to laboratory and clinical monitoring (LCM; n=1659) or clinically driven monitoring (CDM; n=1662) by a computer-generated list. Haematology, biochemistry, and CD4-cell counts were done every 12 weeks. In the LCM group, results were available to clinicians; in the CDM group, results (apart from CD4-cell count) could be requested if clinically indicated and grade 4 toxicities were available. Participants switched to second-line ART after new or recurrent WHO stage 4 events in both groups, or CD4 count less than 100 cells per microL (LCM only). Co-primary endpoints were new WHO stage 4 HIV events or death, and serious adverse events. Non-inferiority was defined as the upper 95% confidence limit for the hazard ratio (HR) for new WHO stage 4 events or death being no greater than 1.18. Analyses were by intention to treat. This study is registered, number ISRCTN13968779. FINDINGS: Two participants assigned to CDM and three to LCM were excluded from analyses. 5-year survival was 87% (95% CI 85-88) in the CDM group and 90% (88-91) in the LCM group, and 122 (7%) and 112 (7%) participants, respectively, were lost to follow-up over median 4.9 years' follow-up. 459 (28%) participants receiving CDM versus 356 (21%) LCM had a new WHO stage 4 event or died (6.94 [95% CI 6.33-7.60] vs 5.24 [4.72-5.81] per 100 person-years; absolute difference 1.70 per 100 person-years [0.87-2.54]; HR 1.31 [1.14-1.51]; p=0.0001). Differences in disease progression occurred from the third year on ART, whereas higher rates of switch to second-line treatment occurred in LCM from the second year. 283 (17%) participants receiving CDM versus 260 (16%) LCM had a new serious adverse event (HR 1.12 [0.94-1.32]; p=0.19), with anaemia the most common (76 vs 61 cases). INTERPRETATION: ART can be delivered safely without routine laboratory monitoring for toxic effects, but differences in disease progression suggest a role for monitoring of CD4-cell count from the second year of ART to guide the switch to second-line treatment. FUNDING: UK Medical Research Council, the UK Department for International Development, the Rockefeller Foundation, GlaxoSmithKline, Gilead Sciences, Boehringer-Ingelheim, and Abbott Laboratories."
20004465,DART points the way for HIV treatment programmes.,
20035163,Mortality associated with discordant responses to antiretroviral therapy in resource-constrained settings.,"OBJECTIVES: We assessed mortality associated with immunologic and virologic patterns of response at 6 months of highly active antiretroviral therapy (HAART) in HIV-infected individuals from resource-limited countries in Africa and South America. METHODS: Patients who initiated HAART between 1996 and 2007, aged 16 years or older, and had at least 1 measurement (HIV-1 RNA plasma viral load or CD4 cell count) at 6 months of therapy (3-9 month window) were included. Therapy response was categorized as complete, discordant (virologic only or immunologic only), and absent. Associations between 6-month response to therapy and all-cause mortality were assessed by Cox proportional hazards regression. Robust standard errors were calculated to account for intrasite correlation. RESULTS: A total of 7160 patients, corresponding to 15,107 person-years, were analyzed. In multivariable analysis adjusted for age at HAART initiation, baseline clinical stage and CD4 cell count, year of HAART initiation, clinic, occurrence of an AIDS-defining condition within the first 6 months of treatment, and discordant and absent responses were associated with increased risk of death. CONCLUSIONS: Similar to reports from high-income countries, discordant immunologic and virologic responses were associated with intermediate risk of death compared with complete and no response in this large cohort of HIV-1 patients from resource-limited countries. Our results support a recommendation for wider availability of plasma viral load testing to monitor antiretroviral therapy in these settings."
20035167,Avoid a different standard of care when applying results of Development of Antiretroviral Therapy in Africa (DART) study.,
20040897,Effect of nevirapine on the steady-state trough concentrations of atazanavir in HIV-infected patients receiving atazanavir/ritonavir.,"MATERIAL AND METHODS: To evaluate the influence of nevirapine on atazanavir trough concentrations (Ctrough) in a group of HIV-infected patients, we performed an open-label pilot study enrolling patients receiving 300/100 mg atazanavir/ritonavir once daily for 2 weeks or longer. Nevirapine was added at a dose of 200 mg once daily from Days 0 to 14 and 200 mg twice daily from Days 14 to 28. Atazanavir and nevirapine plasma Ctroughs were determined at Days 0 and 28. Atazanavir Ctroughs were compared between Days 0 and 28. Atazanavir and nevirapine Ctroughs at Day 28 were compared with historical controls receiving either 400 mg atazanavir once daily or 200 mg nevirapine twice daily. RESULTS: Fourteen patients were enrolled and 11 completed the study. The geometric mean (range) atazanavir Ctrough decreased from 0.631 mg/L (range, 0.235-1.87 mg/L) at Day 0 to 0.316 mg/L (range, 0.142-1.109 mg/L) at Day 28 to give a geometric mean ratio of 0.59 (95% confidence interval, 0.38-0.80; P = 0.026); nonetheless, the atazanavir Ctrough remained higher than the minimum effective concentration in 80% of the participants and higher than the median concentration in the control subjects receiving 400 mg atazanavir once daily without ritonavir (geometric mean ratio, 3.20; 95% confidence interval, 1.65-6.22; P = 0.001). The nevirapine Ctrough at Day 28 was slightly higher than in the historical controls on 200 mg nevirapine twice daily without atazanavir (geometric mean ratio, 1.46; 95% confidence interval, 1.04-2.06; P = 0.030). CONCLUSION: We conclude that coadministration of 300/100 mg atazanavir/ritonavir once daily plus 200 mg nevirapine twice daily was safe and well tolerated but resulted in a decrease of atazanavir Ctrough by nearly half. Therefore, monitoring atazanavir Ctrough is recommended in patients treated with this drug combination, and increasing the atazanavir dose might be necessary."
